,placements,joueurs ,score ,,Mois concerné (Ne pas bouger de la premiere case),SQL insert (DONT TOUCH ANYTHING !!! PAS TOUCHE !!!)
Attack from Mars,70,gasfoodmurder,32 716 868 440,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),70,(SELECT Id FROM Player WHERE Pseudo ='gasfoodmurder'),32716868440,'2024-12');"
Attack from Mars,71,jcd_1973,32 378 616 490,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),71,(SELECT Id FROM Player WHERE Pseudo ='jcd_1973'),32378616490,'2024-12');"
Attack from Mars,72,MasterBensen,32 365 496 090,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),72,(SELECT Id FROM Player WHERE Pseudo ='MasterBensen'),32365496090,'2024-12');"
Attack from Mars,73,PinballRobot,32 291 476 760,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),73,(SELECT Id FROM Player WHERE Pseudo ='PinballRobot'),32291476760,'2024-12');"
Attack from Mars,74,bangsutan8tion,32 227 606 370,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),74,(SELECT Id FROM Player WHERE Pseudo ='bangsutan8tion'),32227606370,'2024-12');"
Attack from Mars,75,R_dot_Hollis,31 708 643 640,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),75,(SELECT Id FROM Player WHERE Pseudo ='R_dot_Hollis'),31708643640,'2024-12');"
Attack from Mars,76,Pacolino5000,31 664 367 150,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),76,(SELECT Id FROM Player WHERE Pseudo ='Pacolino5000'),31664367150,'2024-12');"
Attack from Mars,77,p-menke,31 638 572 920,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),77,(SELECT Id FROM Player WHERE Pseudo ='p-menke'),31638572920,'2024-12');"
Attack from Mars,78,GoodbyeJeff,31 412 981 910,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),78,(SELECT Id FROM Player WHERE Pseudo ='GoodbyeJeff'),31412981910,'2024-12');"
Attack from Mars,79,Fanov123,30 866 238 050,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),79,(SELECT Id FROM Player WHERE Pseudo ='Fanov123'),30866238050,'2024-12');"
Attack from Mars,80,Catalyst2020,30 637 052 080,,,#REF!
Attack from Mars,81,TasteLikeSmack,30488787440,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),81,(SELECT Id FROM Player WHERE Pseudo ='TasteLikeSmack'),30637052080,'2024-12');"
Attack from Mars,82,SirChaos,30 465 212 870,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),82,(SELECT Id FROM Player WHERE Pseudo ='SirChaos'),30465212870,'2024-12');"
Attack from Mars,83,SanderD,30 157 044 280,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),83,(SELECT Id FROM Player WHERE Pseudo ='SanderD'),30157044280,'2024-12');"
Attack from Mars,84,Hitpawz,30 152 355 460,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),84,(SELECT Id FROM Player WHERE Pseudo ='Hitpawz'),30152355460,'2024-12');"
Attack from Mars,85,DJ DUBWAR,29 992 273 620,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),85,(SELECT Id FROM Player WHERE Pseudo ='DJ DUBWAR'),29992273620,'2024-12');"
Attack from Mars,86,Flannel,29 981 652 420,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),86,(SELECT Id FROM Player WHERE Pseudo ='Flannel'),29981652420,'2024-12');"
Attack from Mars,87,spoutnut [Pinball Mag],29 968 888 520,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),87,(SELECT Id FROM Player WHERE Pseudo ='spoutnut [Pinball Mag]'),29968888520,'2024-12');"
Attack from Mars,88,Yesai [Team Enhancer],29 897 344 750,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),88,(SELECT Id FROM Player WHERE Pseudo ='Yesai [Team Enhancer]'),29897344750,'2024-12');"
Attack from Mars,89,Bad Doggyy,29 849 893 560,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),89,(SELECT Id FROM Player WHERE Pseudo ='Bad Doggyy'),29849893560,'2024-12');"
Attack from Mars,90,Dr.KNO,29 758 807 300,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),90,(SELECT Id FROM Player WHERE Pseudo ='Dr.KNO'),29758807300,'2024-12');"
Attack from Mars,91,Retroheinz,29 580 009 640,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),91,(SELECT Id FROM Player WHERE Pseudo ='Retroheinz'),29580009640,'2024-12');"
Attack from Mars,92,Helgi_Hard,29 562 019 540,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),92,(SELECT Id FROM Player WHERE Pseudo ='Helgi_Hard'),29562019540,'2024-12');"
Attack from Mars,93,DepecheM101,29 436 402 280,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),93,(SELECT Id FROM Player WHERE Pseudo ='DepecheM101'),29436402280,'2024-12');"
Attack from Mars,94,Driver,29 278 381 590,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),94,(SELECT Id FROM Player WHERE Pseudo ='Driver'),29278381590,'2024-12');"
Attack from Mars,95,KingKitty,29 237 774 730,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),95,(SELECT Id FROM Player WHERE Pseudo ='KingKitty'),29237774730,'2024-12');"
Attack from Mars,96,coughE,29 213 988 770,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),96,(SELECT Id FROM Player WHERE Pseudo ='coughE'),29213988770,'2024-12');"
Attack from Mars,97,v0x_SYLO,29 021 721 320,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),97,(SELECT Id FROM Player WHERE Pseudo ='v0x_SYLO'),29021721320,'2024-12');"
Attack from Mars,98,stevo,28 978 620 090,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),98,(SELECT Id FROM Player WHERE Pseudo ='stevo'),28978620090,'2024-12');"
Attack from Mars,99,Dr.KNO,28 965 416 120,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),99,(SELECT Id FROM Player WHERE Pseudo ='Dr.KNO'),28965416120,'2024-12');"
Attack from Mars,100,schlengerr,28 769 776 360,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Attack from Mars'),100,(SELECT Id FROM Player WHERE Pseudo ='schlengerr'),28769776360,'2024-12');"
,,,,,,
Junk Yard,1,Move Your Car,970 985 000,,,#REF!
Junk Yard,2,T-wRecks,715 370 300,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),2,(SELECT Id FROM Player WHERE Pseudo ='Move Your Car'),715370300,'2024-12');"
Junk Yard,3,formatt,532 625 590,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),3,(SELECT Id FROM Player WHERE Pseudo ='formatt'),532625590,'2024-12');"
Junk Yard,4,RefJeff,529 967 740,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),4,(SELECT Id FROM Player WHERE Pseudo ='RefJeff'),529967740,'2024-12');"
Junk Yard,5,JoeSoap,497 283 080,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),5,(SELECT Id FROM Player WHERE Pseudo ='JoeSoap'),497283080,'2024-12');"
Junk Yard,6,FischersMethod,482 798 100,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),6,(SELECT Id FROM Player WHERE Pseudo ='FischersMethod'),482798100,'2024-12');"
Junk Yard,7,tomi55-77,418 824 080,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),7,(SELECT Id FROM Player WHERE Pseudo ='tomi55-77'),418824080,'2024-12');"
Junk Yard,8,TILTED_DAN,398 650 330,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),8,(SELECT Id FROM Player WHERE Pseudo ='TILTED_DAN'),398650330,'2024-12');"
Junk Yard,9,watto,357 356 320,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),9,(SELECT Id FROM Player WHERE Pseudo ='watto'),357356320,'2024-12');"
Junk Yard,10,RudyDoody845,330 150 880,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),10,(SELECT Id FROM Player WHERE Pseudo ='RudyDoody845'),330150880,'2024-12');"
Junk Yard,11,Helgi_Hard,306 605 600,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),11,(SELECT Id FROM Player WHERE Pseudo ='Helgi_Hard'),306605600,'2024-12');"
Junk Yard,12,Keun Sh1ryu,304 042 940,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),12,(SELECT Id FROM Player WHERE Pseudo ='Keun Sh1ryu'),304042940,'2024-12');"
Junk Yard,13,pezima77,300 427 180,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),13,(SELECT Id FROM Player WHERE Pseudo ='pezima77'),300427180,'2024-12');"
Junk Yard,14,MindOfTimes,298 997 760,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),14,(SELECT Id FROM Player WHERE Pseudo ='MindOfTimes'),298997760,'2024-12');"
Junk Yard,15,LOADING_luis,290 864 320,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),15,(SELECT Id FROM Player WHERE Pseudo ='LOADING_luis'),290864320,'2024-12');"
Junk Yard,16,Caius C+ [Team Enhancer],281 072 470,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),16,(SELECT Id FROM Player WHERE Pseudo ='Caius C+ [Team Enhancer]'),281072470,'2024-12');"
Junk Yard,17,Apeacock,278 706 190,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),17,(SELECT Id FROM Player WHERE Pseudo ='Apeacock'),278706190,'2024-12');"
Junk Yard,18,richc111,265 053 710,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),18,(SELECT Id FROM Player WHERE Pseudo ='richc111'),265053710,'2024-12');"
Junk Yard,19,OttOBuS,251 685 340,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),19,(SELECT Id FROM Player WHERE Pseudo ='OttOBuS'),251685340,'2024-12');"
Junk Yard,20,AlexSCCP77,250 584 930,,,#REF!
Junk Yard,21,stannyderuige,244 218 790,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),21,(SELECT Id FROM Player WHERE Pseudo ='AlexSCCP77'),244218790,'2024-12');"
Junk Yard,22,trankil.home,242 992 910,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),22,(SELECT Id FROM Player WHERE Pseudo ='trankil.home'),242992910,'2024-12');"
Junk Yard,23,pinball psycho,242 546 930,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),23,(SELECT Id FROM Player WHERE Pseudo ='pinball psycho'),242546930,'2024-12');"
Junk Yard,24,Bobbler386,240 811 300,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),24,(SELECT Id FROM Player WHERE Pseudo ='Bobbler386'),240811300,'2024-12');"
Junk Yard,25,wickedcity1234,233 776 950,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),25,(SELECT Id FROM Player WHERE Pseudo ='wickedcity1234'),233776950,'2024-12');"
Junk Yard,26,HrolfurHressi,232 198 510,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),26,(SELECT Id FROM Player WHERE Pseudo ='HrolfurHressi'),232198510,'2024-12');"
Junk Yard,27,stefcha,231 592 860,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),27,(SELECT Id FROM Player WHERE Pseudo ='stefcha'),231592860,'2024-12');"
Junk Yard,28,JHSLOURENCO,228 940 490,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),28,(SELECT Id FROM Player WHERE Pseudo ='JHSLOURENCO'),228940490,'2024-12');"
Junk Yard,29,Nightlite,224 190 430,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),29,(SELECT Id FROM Player WHERE Pseudo ='Nightlite'),224190430,'2024-12');"
Junk Yard,30,Cave Canem @ Zerberus,221 306 500,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),30,(SELECT Id FROM Player WHERE Pseudo ='Cave Canem @ Zerberus'),221306500,'2024-12');"
Junk Yard,31,pomor73,215 186 310,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),31,(SELECT Id FROM Player WHERE Pseudo ='pomor73'),215186310,'2024-12');"
Junk Yard,32,Loot Monkey,214 636 840,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),32,(SELECT Id FROM Player WHERE Pseudo ='Loot Monkey'),214636840,'2024-12');"
Junk Yard,33,Mind Bobbgling,212 416 750,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),33,(SELECT Id FROM Player WHERE Pseudo ='Mind Bobbgling'),212416750,'2024-12');"
Junk Yard,34,Octopussy,211 621 110,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),34,(SELECT Id FROM Player WHERE Pseudo ='Octopussy'),211621110,'2024-12');"
Junk Yard,35,Dr.KNO,211 205 910,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),35,(SELECT Id FROM Player WHERE Pseudo ='Dr.KNO'),211205910,'2024-12');"
Junk Yard,36,score,209 437 090,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),36,(SELECT Id FROM Player WHERE Pseudo ='score'),209437090,'2024-12');"
Junk Yard,37,Quickdraw1919,198 798 950,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),37,(SELECT Id FROM Player WHERE Pseudo ='Quickdraw1919'),198798950,'2024-12');"
Junk Yard,38,[IspamObjection],196 806 140,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),38,(SELECT Id FROM Player WHERE Pseudo ='[IspamObjection]'),196806140,'2024-12');"
Junk Yard,39,MESSING,196 271 210,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),39,(SELECT Id FROM Player WHERE Pseudo ='MESSING'),196271210,'2024-12');"
Junk Yard,40,pokopoko,196 146 000,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),40,(SELECT Id FROM Player WHERE Pseudo ='pokopoko'),196146000,'2024-12');"
Junk Yard,41,IndieGamerChick,195 284 640,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),41,(SELECT Id FROM Player WHERE Pseudo ='IndieGamerChick'),195284640,'2024-12');"
Junk Yard,42,Réz Faszú Bagoly,194 787 570,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),42,(SELECT Id FROM Player WHERE Pseudo ='Réz Faszú Bagoly'),194787570,'2024-12');"
Junk Yard,43,Headset,192 746 710,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),43,(SELECT Id FROM Player WHERE Pseudo ='Headset'),192746710,'2024-12');"
Junk Yard,44,Alternative,190 454 760,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),44,(SELECT Id FROM Player WHERE Pseudo ='Alternative'),190454760,'2024-12');"
Junk Yard,45,Cordeiro,189 955 060,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),45,(SELECT Id FROM Player WHERE Pseudo ='Cordeiro'),189955060,'2024-12');"
Junk Yard,46,v0x_SYLO,188 597 770,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),46,(SELECT Id FROM Player WHERE Pseudo ='v0x_SYLO'),188597770,'2024-12');"
Junk Yard,47,GhostCrusher,187 928 810,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),47,(SELECT Id FROM Player WHERE Pseudo ='GhostCrusher'),187928810,'2024-12');"
Junk Yard,48,Pinwiz,187 835 640,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),48,(SELECT Id FROM Player WHERE Pseudo ='Pinwiz'),187835640,'2024-12');"
Junk Yard,49,BermaniAK,184 756 100,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),49,(SELECT Id FROM Player WHERE Pseudo ='BermaniAK'),184756100,'2024-12');"
Junk Yard,50,Portalman21,179 204 550,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),50,(SELECT Id FROM Player WHERE Pseudo ='Portalman21'),179204550,'2024-12');"
Junk Yard,51,Jook51,178 807 810,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),51,(SELECT Id FROM Player WHERE Pseudo ='Jook51'),178807810,'2024-12');"
Junk Yard,52,Mr. Nurbtastic,177 765 590,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),52,(SELECT Id FROM Player WHERE Pseudo ='Mr. Nurbtastic'),177765590,'2024-12');"
Junk Yard,53,ArmandJay,177 029 400,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),53,(SELECT Id FROM Player WHERE Pseudo ='ArmandJay'),177029400,'2024-12');"
Junk Yard,54,mandmoz,176 571 260,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),54,(SELECT Id FROM Player WHERE Pseudo ='mandmoz'),176571260,'2024-12');"
Junk Yard,55,coughE,174 669 560,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),55,(SELECT Id FROM Player WHERE Pseudo ='coughE'),174669560,'2024-12');"
Junk Yard,56,Wacky_Racer99,173 580 320,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),56,(SELECT Id FROM Player WHERE Pseudo ='Wacky_Racer99'),173580320,'2024-12');"
Junk Yard,57,HamburglarHunk38,171 305 300,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),57,(SELECT Id FROM Player WHERE Pseudo ='HamburglarHunk38'),171305300,'2024-12');"
Junk Yard,58,Laugh_,171 125 900,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),58,(SELECT Id FROM Player WHERE Pseudo ='Laugh_'),171125900,'2024-12');"
Junk Yard,59,ravenfinland,169 299 890,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),59,(SELECT Id FROM Player WHERE Pseudo ='ravenfinland'),169299890,'2024-12');"
Junk Yard,60,nclearblack,168 178 470,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),60,(SELECT Id FROM Player WHERE Pseudo ='nclearblack'),168178470,'2024-12');"
Junk Yard,61,bowlingman88,167 551 470,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),61,(SELECT Id FROM Player WHERE Pseudo ='bowlingman88'),167551470,'2024-12');"
Junk Yard,62,Yesai [Team Enhancer],167 377 590,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),62,(SELECT Id FROM Player WHERE Pseudo ='Yesai [Team Enhancer]'),167377590,'2024-12');"
Junk Yard,63,LFD7463,166 976 120,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Junk Yard'),63,(SELECT Id FROM Player WHERE Pseudo ='LFD7463'),166976120,'2024-12');"
